run_id,seed,network_type,network_kwargs,n_nodes,a0,ratio,beta_I,b,g_I,I0,X0_frac,init_method,strategy_choice_func,tau,policy,seeded_nodes,steps_run,converged,X_final,I_final,high_adoption,t_half,t_high,clusters_n_final,cluster_max_final,cluster_mean_final,scenario_id,baseline_cell_id,network_label,scenario_beta_I,scenario_X0,scenario_I0
257,812,grid,{},300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,87,6,True,1.0,0.3221374458125286,1,2.0,3.0,1,289,289.0,3,22,grid,1.5,0.3,0.0499999999999999
258,813,grid,{},300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,87,14,True,1.0,0.5712923367293568,1,2.0,7.0,1,289,289.0,3,22,grid,1.5,0.3,0.0499999999999999
259,814,grid,{},300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,87,4,True,1.0,0.27305491886505184,1,1.0,1.0,1,289,289.0,3,22,grid,1.5,0.3,0.0499999999999999
260,815,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.36424798091129645,1,3.0,5.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
261,816,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,6,True,1.0,0.30744146396501326,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
262,817,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,6,True,1.0,0.3264485880490666,1,1.0,3.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
263,818,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,11,True,1.0,0.3751895686544841,1,6.0,8.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
264,819,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.31803982469911884,1,3.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
265,820,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.3406762437514581,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
266,821,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,11,True,1.0,0.37262101474404724,1,6.0,8.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
267,822,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.3462529328125269,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
268,823,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.3594041702683989,1,2.0,3.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
269,824,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,6,True,1.0,0.32500150292479996,1,2.0,3.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
270,825,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.2912904617792853,1,3.0,5.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
271,826,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,10,True,1.0,0.34239831552169353,1,6.0,7.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
272,827,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.3359126764683045,1,3.0,5.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
273,828,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,9,True,1.0,0.3681598298740446,1,4.0,6.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
274,829,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,6,True,1.0,0.29937163117909327,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
275,830,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.3460069090978474,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
276,831,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,11,True,1.0,0.35190667955720206,1,6.0,8.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
277,832,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.40098986060561337,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
278,833,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.3824558523232419,1,2.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
279,834,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.37373898663122257,1,3.0,4.0,1,300,300.0,3,22,small_world,1.5,0.3,0.0499999999999999
280,835,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,5,True,1.0,0.25820488123733326,1,2.0,3.0,1,300,300.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
281,836,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,3,True,0.0,0.04375274666666659,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
282,837,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.2697204118267057,1,6.0,6.0,1,300,300.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
283,838,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04477333333333325,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
284,839,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
285,840,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,42,True,0.08333333333333333,0.0823375278696773,0,,,1,25,25.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
286,841,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,34,True,0.06333333333333334,0.06266671054926277,0,,,1,19,19.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
287,842,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04354666666666658,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
288,843,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04256533333333325,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
289,844,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04256533333333325,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
290,845,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04256533333333325,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
291,846,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04428266666666658,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
292,847,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.043055999999999914,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
293,848,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.045999999999999916,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
294,849,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,54,True,0.15,0.1489995604391809,0,,,1,45,45.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
295,850,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
296,851,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04281066666666658,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
297,852,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04747199999999992,0,,,0,0,0.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
298,853,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,42,True,0.08,0.07904154914103162,0,,,1,24,24.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
299,854,erdos_renyi,"{""p"": 0.05}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,43,True,0.08666666666666667,0.08565880671581899,0,,,1,26,26.0,3,22,erdos_renyi,1.5,0.3,0.0499999999999999
300,855,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
301,856,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,40,True,0.023333333333333334,0.024303445278907453,0,,,1,7,7.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
302,857,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.051397333333333246,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
303,858,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
304,859,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04281066666666658,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
305,860,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,44,True,0.09,0.08902053273405641,0,,,1,27,27.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
306,861,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
307,862,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
308,863,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
309,864,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04281066666666658,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
310,865,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04256533333333325,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
311,866,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04281066666666658,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
312,867,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,50,True,0.10666666666666667,0.10571850445262757,0,,,1,32,32.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
313,868,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.04599999999999991,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
314,869,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.043055999999999914,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
315,870,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04256533333333325,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
316,871,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,42,True,0.016666666666666666,0.017679942401614922,0,,,1,5,5.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
317,872,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,0.0,0.04281066666666658,0,,,0,0,0.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
318,873,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,38,True,0.02666666666666667,0.027684800382623095,0,,,1,8,8.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
319,874,barabasi_albert,"{""m"": 2}",300,1.9250000000000003,2.0,1.5,1.0,0.08,0.0499999999999999,0.3,random,imitate,1.0,none,90,2,True,1.0,0.1826719999999999,1,0.0,0.0,1,300,300.0,3,22,barabasi_albert,1.5,0.3,0.0499999999999999
320,875,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,8,True,1.0,0.5394174548026619,1,1.0,3.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
321,876,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,10,True,1.0,0.5657728857696643,1,3.0,4.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
322,877,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,7,True,1.0,0.5390496517028583,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
323,878,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,3,True,1.0,0.3639495640138407,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
324,879,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,6,True,1.0,0.49784255867482347,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
325,880,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,15,True,1.0,0.6734996237027525,1,3.0,6.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
326,881,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,7,True,1.0,0.5171651111101918,1,1.0,2.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
327,882,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,9,True,1.0,0.5903413252065134,1,1.0,2.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
328,883,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,6,True,1.0,0.51028283786364,1,0.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
329,884,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,12,True,1.0,0.4620024720025189,1,6.0,10.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
330,885,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,5,True,1.0,0.4660249588484428,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
331,886,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,5,True,1.0,0.44917893855224905,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
332,887,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,3,True,1.0,0.374360525951557,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
333,888,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,6,True,1.0,0.4947238324989342,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
334,889,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,4,True,1.0,0.42090496221453283,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
335,890,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,6,True,1.0,0.5124881428302837,1,0.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
336,891,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,9,True,1.0,0.600411336002077,1,0.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
337,892,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,17,True,1.0,0.691852510762607,1,4.0,7.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
338,893,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,3,True,1.0,0.37067288581314867,1,1.0,1.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
339,894,grid,{},300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,87,8,True,1.0,0.5448049071317189,1,1.0,3.0,1,289,289.0,4,75,grid,2.0,0.3,0.2499999999999999
340,895,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,9,True,1.0,0.4718630526447928,1,4.0,5.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
341,896,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,1,True,0.0,0.2299999999999999,0,,,0,0,0.0,4,75,small_world,2.0,0.3,0.2499999999999999
342,897,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.4839314243851605,1,2.0,3.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
343,898,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,6,True,1.0,0.4331407263470933,1,2.0,3.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
344,899,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.4638949718716361,1,3.0,4.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
345,900,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.4470259924390161,1,4.0,5.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
346,901,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,12,True,1.0,0.4992250563655976,1,6.0,7.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
347,902,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,9,True,1.0,0.4678487300144968,1,4.0,6.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
348,903,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,12,True,1.0,0.4615475250658737,1,7.0,8.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
349,904,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,9,True,1.0,0.42691227711517576,1,5.0,6.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
350,905,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.4306410394872491,1,3.0,4.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
351,906,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.4725954528821684,1,3.0,4.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
352,907,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.43438086902852263,1,3.0,4.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
353,908,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,7,True,1.0,0.48201688697787726,1,2.0,3.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
354,909,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,14,True,1.0,0.4773020642126551,1,8.0,11.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
355,910,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,5,True,1.0,0.3907744102399999,1,2.0,3.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
356,911,small_world,"{""k"": 6, ""rewiring_p"": 0.05}",300,1.5000000000000002,2.0,2.0,1.0,0.08,0.2499999999999999,0.3,random,imitate,1.0,none,90,8,True,1.0,0.4574849620435927,1,3.0,5.0,1,300,300.0,4,75,small_world,2.0,0.3,0.2499999999999999
