run_id,seed,network_type,network_kwargs,n_nodes,a0,ratio,beta_I,b,g_I,I0,X0_frac,init_method,strategy_choice_func,tau,policy,seeded_nodes,steps_run,converged,X_final,I_final,high_adoption,t_half,t_high,clusters_n_final,cluster_max_final,cluster_mean_final,X0,I0_grid,beta_I_grid,low_adoption
520,643,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
521,644,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
522,645,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
523,646,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
524,647,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
525,648,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
526,649,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
527,650,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.2,random,logit,0.2,none,60,1,True,0.0,0.161,0,,,0,0,0.0,0.2,0.17500000000000002,2.0,1
528,651,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,2,True,0.0,0.17124266666666668,0,,,0,0,0.0,0.2,0.2,2.0,1
529,652,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
530,653,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
531,654,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,2,True,0.0,0.17075200000000001,0,,,0,0,0.0,0.2,0.2,2.0,1
532,655,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,2,True,0.0,0.1705066666666667,0,,,0,0,0.0,0.2,0.2,2.0,1
533,656,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
534,657,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
535,658,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
536,659,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
537,660,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
538,661,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
539,662,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.2,random,logit,0.2,none,60,1,True,0.0,0.184,0,,,0,0,0.0,0.2,0.2,2.0,1
540,663,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
541,664,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,2,True,0.0,0.000736,0,,,0,0,0.0,0.25,0.0,2.0,1
542,665,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
543,666,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
544,667,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
545,668,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
546,669,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
547,670,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
548,671,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
549,672,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
550,673,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,1,True,0.0,0.0,0,,,0,0,0.0,0.25,0.0,2.0,1
551,674,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.25,random,logit,0.2,none,75,2,True,0.0,0.0012266666666666667,0,,,0,0,0.0,0.25,0.0,2.0,1
552,675,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,41,True,0.07333333333333333,0.07181841962146931,0,,,1,22,22.0,0.25,0.025,2.0,1
553,676,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,2,True,0.0,0.021405333333333335,0,,,0,0,0.0,0.25,0.025,2.0,1
554,677,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,42,True,0.07666666666666666,0.07516203955162494,0,,,1,23,23.0,0.25,0.025,2.0,1
555,678,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,1,True,0.0,0.023,0,,,0,0,0.0,0.25,0.025,2.0,1
556,679,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,1,True,0.0,0.023,0,,,0,0,0.0,0.25,0.025,2.0,1
557,680,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,1,True,0.0,0.023,0,,,0,0,0.0,0.25,0.025,2.0,1
558,681,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,1,True,0.0,0.023,0,,,0,0,0.0,0.25,0.025,2.0,1
559,682,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,2,True,0.0,0.021405333333333335,0,,,0,0,0.0,0.25,0.025,2.0,1
560,683,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,2,True,0.0,0.021650666666666665,0,,,0,0,0.0,0.25,0.025,2.0,1
561,684,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,26,True,0.03666666666666667,0.03533182332165537,0,,,1,11,11.0,0.25,0.025,2.0,1
562,685,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,1,True,0.0,0.023,0,,,0,0,0.0,0.25,0.025,2.0,1
563,686,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.25,random,logit,0.2,none,75,1,True,0.0,0.023,0,,,0,0,0.0,0.25,0.025,2.0,1
564,687,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,2,True,0.0,0.048698666666666675,0,,,0,0,0.0,0.25,0.05,2.0,1
565,688,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,2,True,0.0,0.043792000000000005,0,,,0,0,0.0,0.25,0.05,2.0,1
566,689,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,2,True,0.0,0.04256533333333334,0,,,0,0,0.0,0.25,0.05,2.0,1
567,690,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,8,True,1.0,0.2594124435767296,1,6.0,6.0,1,300,300.0,0.25,0.05,2.0,0
568,691,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,1,True,0.0,0.046,0,,,0,0,0.0,0.25,0.05,2.0,1
569,692,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,1,True,0.0,0.046,0,,,0,0,0.0,0.25,0.05,2.0,1
570,693,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,1,True,0.0,0.046,0,,,0,0,0.0,0.25,0.05,2.0,1
571,694,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,1,True,0.0,0.046,0,,,0,0,0.0,0.25,0.05,2.0,1
572,695,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,1,True,0.0,0.046,0,,,0,0,0.0,0.25,0.05,2.0,1
573,696,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,1,True,0.0,0.046,0,,,0,0,0.0,0.25,0.05,2.0,1
574,697,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,2,True,0.0,0.04281066666666667,0,,,0,0,0.0,0.25,0.05,2.0,1
575,698,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.25,random,logit,0.2,none,75,2,True,0.0,0.04256533333333334,0,,,0,0,0.0,0.25,0.05,2.0,1
576,699,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,2,True,0.0,0.06568800000000001,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
577,700,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,2,True,0.0,0.06372533333333334,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
578,701,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
579,702,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
580,703,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
581,704,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
582,705,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,4,True,0.0,0.05991265706666667,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
583,706,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
584,707,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
585,708,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,2,True,0.0,0.06470666666666668,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
586,709,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,1,True,0.0,0.069,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
587,710,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.25,random,logit,0.2,none,75,2,True,0.0,0.06372533333333334,0,,,0,0,0.0,0.25,0.07500000000000001,2.0,1
588,711,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08537600000000001,0,,,0,0,0.0,0.25,0.1,2.0,1
589,712,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08684800000000001,0,,,0,0,0.0,0.25,0.1,2.0,1
590,713,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,1,True,0.0,0.092,0,,,0,0,0.0,0.25,0.1,2.0,1
591,714,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08586666666666667,0,,,0,0,0.0,0.25,0.1,2.0,1
592,715,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,1,True,0.0,0.092,0,,,0,0,0.0,0.25,0.1,2.0,1
593,716,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08488533333333334,0,,,0,0,0.0,0.25,0.1,2.0,1
594,717,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08488533333333334,0,,,0,0,0.0,0.25,0.1,2.0,1
595,718,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,1,True,0.0,0.092,0,,,0,0,0.0,0.25,0.1,2.0,1
596,719,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,1,True,0.0,0.092,0,,,0,0,0.0,0.25,0.1,2.0,1
597,720,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08537600000000001,0,,,0,0,0.0,0.25,0.1,2.0,1
598,721,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,2,True,0.0,0.08635733333333333,0,,,0,0,0.0,0.25,0.1,2.0,1
599,722,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.25,random,logit,0.2,none,75,1,True,0.0,0.092,0,,,0,0,0.0,0.25,0.1,2.0,1
600,723,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,2,True,0.0,0.10678133333333334,0,,,0,0,0.0,0.25,0.125,2.0,1
601,724,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,2,True,0.0,0.10604533333333334,0,,,0,0,0.0,0.25,0.125,2.0,1
602,725,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,1,True,0.0,0.115,0,,,0,0,0.0,0.25,0.125,2.0,1
603,726,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,1,True,0.0,0.115,0,,,0,0,0.0,0.25,0.125,2.0,1
604,727,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,2,True,0.0,0.10604533333333334,0,,,0,0,0.0,0.25,0.125,2.0,1
605,728,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,1,True,0.0,0.115,0,,,0,0,0.0,0.25,0.125,2.0,1
606,729,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,1,True,0.0,0.115,0,,,0,0,0.0,0.25,0.125,2.0,1
607,730,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,2,True,0.0,0.106536,0,,,0,0,0.0,0.25,0.125,2.0,1
608,731,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,2,True,0.0,0.10604533333333334,0,,,0,0,0.0,0.25,0.125,2.0,1
609,732,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,1,True,0.0,0.115,0,,,0,0,0.0,0.25,0.125,2.0,1
610,733,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,2,True,0.0,0.10629066666666667,0,,,0,0,0.0,0.25,0.125,2.0,1
611,734,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.25,random,logit,0.2,none,75,1,True,0.0,0.115,0,,,0,0,0.0,0.25,0.125,2.0,1
612,735,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.12916800000000003,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
613,736,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.138,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
614,737,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.12769600000000003,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
615,738,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.135056,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
616,739,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.12867733333333337,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
617,740,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.138,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
618,741,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.138,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
619,742,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.138,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
620,743,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.12941333333333335,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
621,744,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.138,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
622,745,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.138,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
623,746,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.12769600000000003,0,,,0,0,0.0,0.25,0.15000000000000002,2.0,1
624,747,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.161,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
625,748,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.14836533333333335,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
626,749,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.1486106666666667,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
627,750,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.161,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
628,751,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,39,True,0.14,0.1414920841056478,0,,,1,42,42.0,0.25,0.17500000000000002,2.0,1
629,752,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.1486106666666667,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
630,753,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.1486106666666667,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
631,754,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.161,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
632,755,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,48,True,0.09,0.09149012740700524,0,,,1,27,27.0,0.25,0.17500000000000002,2.0,1
633,756,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.161,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
634,757,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,1,True,0.0,0.161,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
635,758,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.25,random,logit,0.2,none,75,2,True,0.0,0.1500826666666667,0,,,0,0,0.0,0.25,0.17500000000000002,2.0,1
636,759,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.25,random,logit,0.2,none,75,1,True,0.0,0.184,0,,,0,0,0.0,0.25,0.2,2.0,1
637,760,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.25,random,logit,0.2,none,75,1,True,0.0,0.184,0,,,0,0,0.0,0.25,0.2,2.0,1
638,761,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.25,random,logit,0.2,none,75,1,True,0.0,0.184,0,,,0,0,0.0,0.25,0.2,2.0,1
639,762,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.25,random,logit,0.2,none,75,2,True,0.0,0.17026133333333335,0,,,0,0,0.0,0.25,0.2,2.0,1
640,763,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.25,random,logit,0.2,none,75,1,True,0.0,0.184,0,,,0,0,0.0,0.25,0.2,2.0,1
641,764,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.25,random,logit,0.2,none,75,1,True,0.0,0.184,0,,,0,0,0.0,0.25,0.2,2.0,1
