run_id,seed,network_type,network_kwargs,n_nodes,a0,ratio,beta_I,b,g_I,I0,X0_frac,init_method,strategy_choice_func,tau,policy,seeded_nodes,steps_run,converged,X_final,I_final,high_adoption,t_half,t_high,clusters_n_final,cluster_max_final,cluster_mean_final,X0,I0_grid,beta_I_grid,low_adoption
866,989,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,4,True,1.0,0.20661005653333336,1,1.0,2.0,1,300,300.0,0.4,0.0,2.0,0
867,990,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,4,True,1.0,0.1636237312,1,2.0,3.0,1,300,300.0,0.4,0.0,2.0,0
868,991,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,3,True,1.0,0.16799616,1,1.0,1.0,1,300,300.0,0.4,0.0,2.0,0
869,992,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,4,True,1.0,0.20233576106666668,1,2.0,2.0,1,300,300.0,0.4,0.0,2.0,0
870,993,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,44,True,0.06666666666666667,0.0651342583262161,0,,,1,20,20.0,0.4,0.0,2.0,1
871,994,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,2,True,1.0,0.12955733333333333,1,0.0,1.0,1,300,300.0,0.4,0.0,2.0,0
872,995,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,3,True,1.0,0.17988992,1,1.0,1.0,1,300,300.0,0.4,0.0,2.0,0
873,996,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,5,True,1.0,0.23596222327466668,1,2.0,3.0,1,300,300.0,0.4,0.0,2.0,0
874,997,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,5,True,1.0,0.22386673254399997,1,2.0,3.0,1,300,300.0,0.4,0.0,2.0,0
875,998,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.4,random,logit,0.2,none,120,2,True,1.0,0.129312,1,0.0,1.0,1,300,300.0,0.4,0.0,2.0,0
876,999,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,3,True,1.0,0.18766944,1,1.0,2.0,1,300,300.0,0.4,0.025,2.0,0
877,1000,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,3,True,1.0,0.19159477333333333,1,1.0,1.0,1,300,300.0,0.4,0.025,2.0,0
878,1001,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,4,True,1.0,0.21009820586666667,1,2.0,2.0,1,300,300.0,0.4,0.025,2.0,0
879,1002,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,5,True,1.0,0.25175667729066664,1,2.0,3.0,1,300,300.0,0.4,0.025,2.0,0
880,1003,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,4,True,1.0,0.22344826453333333,1,1.0,2.0,1,300,300.0,0.4,0.025,2.0,0
881,1004,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,6,True,1.0,0.20640325003264,1,4.0,5.0,1,300,300.0,0.4,0.025,2.0,0
882,1005,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,5,True,1.0,0.24995754001066664,1,2.0,3.0,1,300,300.0,0.4,0.025,2.0,0
883,1006,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,3,True,1.0,0.20222261333333336,1,0.0,1.0,1,300,300.0,0.4,0.025,2.0,0
884,1007,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,4,True,1.0,0.2527175125333333,1,1.0,2.0,1,300,300.0,0.4,0.025,2.0,0
885,1008,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,3,True,1.0,0.20764938666666666,1,0.0,1.0,1,300,300.0,0.4,0.025,2.0,0
886,1009,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,2,True,1.0,0.148264,1,0.0,1.0,1,300,300.0,0.4,0.025,2.0,0
887,1010,erdos_renyi,"{""p"": 0.05}",300,2.1500000000000004,2.2,2.0,1.0,0.08,0.025,0.4,random,logit,0.2,none,120,4,True,1.0,0.21355249920000002,1,2.0,2.0,1,300,300.0,0.4,0.025,2.0,0
888,1011,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.2203453866666667,1,0.0,1.0,1,300,300.0,0.4,0.05,2.0,0
889,1012,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,4,True,1.0,0.2524789504,1,1.0,2.0,1,300,300.0,0.4,0.05,2.0,0
890,1013,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,4,True,0.0,0.04862801066666667,0,,,0,0,0.0,0.4,0.05,2.0,1
891,1014,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.23246485333333333,1,0.0,1.0,1,300,300.0,0.4,0.05,2.0,0
892,1015,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,6,True,1.0,0.28338848089429336,1,3.0,4.0,1,300,300.0,0.4,0.05,2.0,0
893,1016,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.23579157333333334,1,0.0,1.0,1,300,300.0,0.4,0.05,2.0,0
894,1017,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.19702890666666667,1,1.0,2.0,1,300,300.0,0.4,0.05,2.0,0
895,1018,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.22146410666666666,1,0.0,1.0,1,300,300.0,0.4,0.05,2.0,0
896,1019,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,5,True,1.0,0.2606376615253333,1,2.0,3.0,1,300,300.0,0.4,0.05,2.0,0
897,1020,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,2,True,1.0,0.17899199999999998,1,0.0,1.0,1,300,300.0,0.4,0.05,2.0,0
898,1021,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.22414314666666668,1,0.0,1.0,1,300,300.0,0.4,0.05,2.0,0
899,1022,erdos_renyi,"{""p"": 0.05}",300,2.1,2.2,2.0,1.0,0.08,0.05,0.4,random,logit,0.2,none,120,3,True,1.0,0.19299562666666667,1,1.0,2.0,1,300,300.0,0.4,0.05,2.0,0
900,1023,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,4,True,1.0,0.2522368554666667,1,2.0,2.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
901,1024,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,4,True,1.0,0.23621168213333332,1,2.0,3.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
902,1025,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,3,True,1.0,0.24732959999999998,1,0.0,1.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
903,1026,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,5,True,1.0,0.2934223556266667,1,2.0,3.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
904,1027,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,5,True,1.0,0.27732440661333335,1,2.0,3.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
905,1028,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,5,True,1.0,0.27518825591466667,1,2.0,3.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
906,1029,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,4,True,1.0,0.2659574656,1,1.0,2.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
907,1030,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,3,True,1.0,0.23818357333333334,1,1.0,1.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
908,1031,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,3,True,1.0,0.23882144,1,1.0,1.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
909,1032,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,3,True,1.0,0.24033269333333335,1,1.0,1.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
910,1033,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,3,True,1.0,0.22467061333333335,1,1.0,1.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
911,1034,erdos_renyi,"{""p"": 0.05}",300,2.0500000000000003,2.2,2.0,1.0,0.08,0.07500000000000001,0.4,random,logit,0.2,none,120,3,True,1.0,0.21491616000000002,1,1.0,2.0,1,300,300.0,0.4,0.07500000000000001,2.0,0
912,1035,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.26776832,1,0.0,1.0,1,300,300.0,0.4,0.1,2.0,0
913,1036,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,2,True,1.0,0.21395200000000003,1,0.0,1.0,1,300,300.0,0.4,0.1,2.0,0
914,1037,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.24767061333333334,1,1.0,1.0,1,300,300.0,0.4,0.1,2.0,0
915,1038,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.26467712,1,0.0,1.0,1,300,300.0,0.4,0.1,2.0,0
916,1039,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,4,True,1.0,0.26587395413333337,1,2.0,2.0,1,300,300.0,0.4,0.1,2.0,0
917,1040,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.25286186666666666,1,1.0,1.0,1,300,300.0,0.4,0.1,2.0,0
918,1041,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,5,True,1.0,0.27057099229866666,1,3.0,3.0,1,300,300.0,0.4,0.1,2.0,0
919,1042,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.2713403733333334,1,0.0,1.0,1,300,300.0,0.4,0.1,2.0,0
920,1043,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.25652224,1,1.0,1.0,1,300,300.0,0.4,0.1,2.0,0
921,1044,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,4,True,1.0,0.28624447146666665,1,1.0,2.0,1,300,300.0,0.4,0.1,2.0,0
922,1045,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,3,True,1.0,0.24631637333333334,1,1.0,1.0,1,300,300.0,0.4,0.1,2.0,0
923,1046,erdos_renyi,"{""p"": 0.05}",300,2.0,2.2,2.0,1.0,0.08,0.1,0.4,random,logit,0.2,none,120,2,True,1.0,0.211008,1,0.0,1.0,1,300,300.0,0.4,0.1,2.0,0
924,1047,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,3,True,1.0,0.2919949866666667,1,0.0,1.0,1,300,300.0,0.4,0.125,2.0,0
925,1048,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,3,True,1.0,0.25165237333333335,1,1.0,2.0,1,300,300.0,0.4,0.125,2.0,0
926,1049,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,3,True,1.0,0.2621624533333333,1,1.0,2.0,1,300,300.0,0.4,0.125,2.0,0
927,1050,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,3,True,1.0,0.28058208,1,0.0,1.0,1,300,300.0,0.4,0.125,2.0,0
928,1051,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,4,True,1.0,0.3189653632,1,1.0,2.0,1,300,300.0,0.4,0.125,2.0,0
929,1052,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,4,True,1.0,0.2657311701333333,1,2.0,3.0,1,300,300.0,0.4,0.125,2.0,0
930,1053,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,3,True,1.0,0.26795232,1,1.0,1.0,1,300,300.0,0.4,0.125,2.0,0
931,1054,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,4,True,1.0,0.282698816,1,2.0,2.0,1,300,300.0,0.4,0.125,2.0,0
932,1055,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,4,True,1.0,0.2981968170666667,1,1.0,2.0,1,300,300.0,0.4,0.125,2.0,0
933,1056,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,4,True,1.0,0.3090311296,1,1.0,2.0,1,300,300.0,0.4,0.125,2.0,0
934,1057,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,5,True,1.0,0.3062496933546667,1,2.0,3.0,1,300,300.0,0.4,0.125,2.0,0
935,1058,erdos_renyi,"{""p"": 0.05}",300,1.9500000000000002,2.2,2.0,1.0,0.08,0.125,0.4,random,logit,0.2,none,120,3,True,1.0,0.28672522666666667,1,0.0,1.0,1,300,300.0,0.4,0.125,2.0,0
936,1059,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.29904832000000003,1,0.0,1.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
937,1060,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.29249301333333333,1,1.0,1.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
938,1061,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,2,True,1.0,0.25725333333333333,1,0.0,1.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
939,1062,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.30980373333333333,1,0.0,1.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
940,1063,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,10,True,1.0,0.3460315075438555,1,7.0,8.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
941,1064,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,5,True,1.0,0.296235410432,1,3.0,4.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
942,1065,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,50,True,0.06333333333333334,0.06478213377262877,0,,,1,19,19.0,0.4,0.15000000000000002,2.0,1
943,1066,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.29890112,1,1.0,1.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
944,1067,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.30635925333333336,1,0.0,1.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
945,1068,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.2897323264,1,2.0,3.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
946,1069,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.3172536234666667,1,1.0,2.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
947,1070,erdos_renyi,"{""p"": 0.05}",300,1.9000000000000001,2.2,2.0,1.0,0.08,0.15000000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.3093570304,1,1.0,2.0,1,300,300.0,0.4,0.15000000000000002,2.0,0
948,1071,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.3286330666666667,1,0.0,1.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
949,1072,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.34109933653333335,1,1.0,2.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
950,1073,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.34000102826666667,1,1.0,2.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
951,1074,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.3295345194666667,1,2.0,2.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
952,1075,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.3263367466666667,1,0.0,1.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
953,1076,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,46,True,0.23666666666666666,0.2352258519956431,0,,,1,71,71.0,0.4,0.17500000000000002,2.0,0
954,1077,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.29766218666666666,1,1.0,2.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
955,1078,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.3192318933333333,1,0.0,1.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
956,1079,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,4,True,1.0,0.3028198784,1,2.0,3.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
957,1080,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.3085648,1,1.0,1.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
958,1081,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,3,True,1.0,0.31186208000000004,1,1.0,1.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
959,1082,erdos_renyi,"{""p"": 0.05}",300,1.85,2.2,2.0,1.0,0.08,0.17500000000000002,0.4,random,logit,0.2,none,120,7,True,1.0,0.3364577026078038,1,5.0,5.0,1,300,300.0,0.4,0.17500000000000002,2.0,0
960,1083,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.34828672,1,0.0,1.0,1,300,300.0,0.4,0.2,2.0,0
961,1084,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,4,True,1.0,0.3550139562666667,1,1.0,2.0,1,300,300.0,0.4,0.2,2.0,0
962,1085,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.35197653333333334,1,0.0,1.0,1,300,300.0,0.4,0.2,2.0,0
963,1086,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.32563754666666667,1,1.0,1.0,1,300,300.0,0.4,0.2,2.0,0
964,1087,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.3264814933333334,1,1.0,1.0,1,300,300.0,0.4,0.2,2.0,0
965,1088,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.33855189333333335,1,1.0,1.0,1,300,300.0,0.4,0.2,2.0,0
966,1089,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,45,True,0.14,0.1414352104595649,0,,,1,42,42.0,0.4,0.2,2.0,1
967,1090,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.349376,1,0.0,1.0,1,300,300.0,0.4,0.2,2.0,0
968,1091,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,5,True,1.0,0.3868397267626667,1,2.0,3.0,1,300,300.0,0.4,0.2,2.0,0
969,1092,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.32767872000000003,1,1.0,1.0,1,300,300.0,0.4,0.2,2.0,0
970,1093,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,3,True,1.0,0.31791445333333335,1,1.0,2.0,1,300,300.0,0.4,0.2,2.0,0
971,1094,erdos_renyi,"{""p"": 0.05}",300,1.8000000000000003,2.2,2.0,1.0,0.08,0.2,0.4,random,logit,0.2,none,120,54,True,0.07333333333333333,0.07478177204500759,0,,,1,22,22.0,0.4,0.2,2.0,1
972,1095,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,3,True,1.0,0.19375616,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
973,1096,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,3,True,1.0,0.19800533333333334,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
974,1097,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,3,True,1.0,0.19126357333333333,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
975,1098,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,2,True,1.0,0.13691733333333334,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
976,1099,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,3,True,1.0,0.19175424,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
977,1100,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,2,True,1.0,0.13618133333333332,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
978,1101,erdos_renyi,"{""p"": 0.05}",300,2.2,2.2,2.0,1.0,0.08,0.0,0.45,random,logit,0.2,none,135,3,True,1.0,0.19461973333333335,1,0.0,1.0,1,300,300.0,0.45,0.0,2.0,0
